# D2Common.dll ordinal-to-function name mappings
# source: D2MOO (ThePhrozenKeep/D2MOO), CE_Database (ThePhrozenKeep/CE_Database)
# version: 1.10f (ordinals stable across D2 versions)
# format: ordinal
# entries: 1175
#
10000,DRLG_GetLevelTypeFromLevelId
10001,DRLG_GetActNoFromLevelId
10002,DRLG_GetLOSDrawFromLevelId
10003,DRLGACTIVATE_Update
10004,DRLG_GetSaveMonstersFromLevelId
10005,DRLG_GetLevel
10006,DRLG_InitLevel
10007,DUNGEON_GetRoomExFromRoom
10008,DRLGPRESET_GetLevelPrestIdFromRoomEx
10009,DRLGPRESET_GetPickedLevelPrestFilePathFromRoomEx
10010,DATATBLS_GetLevelDefRecord
10011,DATATBLS_GetAutomapCellId
10012,DRLG_FreeDrlg
10013,DRLG_AllocLevel
10014,DRLG_AllocDrlg
10015,DRLGACTIVATE_GetRoomsAllocationStats
10017,DRLGROOMTILE_GetNumberOfShadowsFromRoom
10020,DRLGPRESET_CreateCopyOfMapAI
10021,DRLGPRESET_ChangeMapAI
10022,DRLGPRESET_FreeMapAI
10023,DATATBLS_GetLevelTypesTxtRecord
10024,DATATBLS_GetLvlPrestTxtRecord
10025,DUNGEON_GetWarpCoordinatesFromRoom
10026,DUNGEON_ToggleRoomTilesEnableFlag
10027,DUNGEON_GetWarpTileFromRoomAndSourceLevelId
10028,DUNGEON_GetLvlWarpTxtRecordFromRoomAndUnit
10029,DUNGEON_GetFirstUnitInRoom
10030,DUNGEON_GetFloorTilesFromRoom
10031,DUNGEON_GetWallTilesFromRoom
10032,DUNGEON_GetRoofTilesFromRoom
10033,DUNGEON_GetTileDataFromAct
10034,DUNGEON_GetRoomCoordinates
10035,DUNGEON_GetAdjacentRoomsListFromRoom
10036,DUNGEON_GetAlliedCountFromRoom
10037,DUNGEON_GetTownLevelIdFromAct
10038,DUNGEON_AllocAct
10039,DUNGEON_FreeAct
10040,DUNGEON_DoRoomsTouchOrOverlap
10041,DUNGEON_FindRoomBySubtileCoordinates
10042,sgptDataTables
10043,DUNGEON_AreTileCoordinatesInsideRoom
10044,DUNGEON_CheckLOSDraw
10045,DUNGEON_FindActSpawnLocationEx
10046,DUNGEON_FindActSpawnLocation
10047,DUNGEON_GetHoradricStaffTombLevelId
10048,DUNGEON_CheckRoomsOverlapping_BROKEN
10049,DUNGEON_CallRoomCallback
10050,DUNGEON_GetAdjacentRoomByTileCoordinates
10051,DUNGEON_FindRoomByTileCoordinates
10053,DUNGEON_GetSubtileRect
10054,DUNGEON_GetRGB_IntensityFromRoom
10055,DUNGEON_GetPresetUnitsFromRoom
10056,DUNGEON_GetRoomFromAct
10057,DUNGEON_GetLevelIdFromRoom
10058,DUNGEON_GetWarpDestinationLevel
10059,DUNGEON_GetLevelIdFromPopulatedRoom
10060,DUNGEON_HasWaypoint
10061,DUNGEON_GetPickedLevelPrestFilePathFromRoom
10062,DUNGEON_ChangeClientRoom
10063,DUNGEON_SetClientIsInSight
10064,DUNGEON_UnsetClientIsInSight
10065,DUNGEON_StreamRoomAtCoords
10066,DUNGEON_AllocDrlgDelete
10067,DUNGEON_FreeDrlgDelete
10068,DUNGEON_GetDrlgDeleteFromRoom
10069,DUNGEON_GetARoomInClientSight
10070,DUNGEON_GetARoomInSightButWithoutClient
10071,DUNGEON_TestRoomCanUnTile
10072,DUNGEON_GetRoomStatusFlags
10076,DUNGEON_RemoveRoomFromAct
10078,DUNGEON_UpdateAndFreeInactiveRooms
10079,DUNGEON_AddClientToRoom
10080,DUNGEON_RemoveClientFromRoom
10081,GetTileCountFromRoom
10082,DUNGEON_IsRoomInTown
10085,DUNGEON_GetTownLevelIdFromActNo
10086,DUNGEON_IsTownLevelId
10088,DUNGEON_GetDrlgFromAct
10089,DUNGEON_GetInitSeedFromAct
10090,DUNGEON_GetNumberOfPopulatedRoomsInLevel
10091,DUNGEON_UpdateWarpRoomSelect
10092,DUNGEON_UpdateWarpRoomDeselect
10093,DUNGEON_UpdatePops
10094,DUNGEON_GetTombStoneTileCoords
10097,DUNGEON_GetRoomCoordList
10098,DUNGEON_GetPortalLevelArrayFromPortalFlags
10099,DUNGEON_GetPortalFlagFromLevelId
10100,DUNGEON_IncreaseAlliedCountOfRoom
10101,DUNGEON_DecreaseAlliedCountOfRoom
10102,DUNGEON_ToggleHasPortalFlag
10103,DUNGEON_SetActCallbackFunc
10104,DUNGEON_AnimateTiles
10105,DUNGEON_InitRoomTileAnimation
10106,DUNGEON_SaveKilledUnitGUID
10107,DUNGEON_ClientToGameTileCoords
10108,DUNGEON_ClientToGameSubtileCoords
10109,DUNGEON_ClientToGameCoords
10110,DUNGEON_GameTileToClientCoords
10111,DUNGEON_GameSubtileToClientCoords
10112,DUNGEON_GameToClientCoords
10113,DUNGEON_GameTileToSubtileCoords
10114,DUNGEON_ClientTileDrawPositionToGameCoords
10115,DUNGEON_GameToClientTileDrawPositionCoords
10116,DUNGEON_ClientSubileDrawPositionToGameCoords
10117,DUNGEON_GameToClientSubtileDrawPositionCoords
10118,COLLISION_CheckMask
10119,COLLISION_CheckMaskWithSize
10120,COLLISION_CheckMaskWithSizeXY
10121,COLLISION_CheckMaskWithPattern
10122,COLLISION_CheckAnyCollisionWithPattern
10123,COLLISION_ResetMask
10124,COLLISION_ResetMaskWithSize
10125,COLLISION_ResetMaskWithSizeXY
10126,COLLISION_ResetMaskWithPattern
10127,COLLISION_SetMask
10128,COLLISION_SetMaskWithSize
10129,COLLISION_SetMaskWithSizeXY
10130,COLLISION_SetMaskWithPattern
10131,COLLISION_TryMoveUnitCollisionMask
10132,COLLISION_TryTeleportUnitCollisionMask
10133,COLLISION_SetUnitCollisionMask
10134,COLLISION_GetFreeCoordinates
10135,COLLISION_GetFreeCoordinatesWithMaxDistance
10137,COLLISION_GetFreeCoordinatesEx
10138,COLLISION_GetFreeCoordinatesWithField
10141,PATH_GetClientCoordsVelocity
10143,PATH_SetUnitDeadCollision
10144,PATH_SetUnitAliveCollision
10145,PATH_SetUnusedFlag_0x00004
10146,PATH_SetVelocity
10147,PATH_GetVelocity
10148,PATH_SetMaxVelocity
10149,PATH_GetMaxVelocity
10150,PATH_SetAcceleration
10151,PATH_GetAcceleration
10152,PATH_AllocDynamicPath
10154,PATH_GetNumberOfPathPoints
10156,PATH_FreeDynamicPath
10157,PATH_GetPathPoints
10158,PATH_GetDirection
10159,PATH_GetNewDirection
10160,PathUpdateDirection
10161,PATH_SetDirection
10162,PATH_GetXPosition
10163,PATH_GetYPosition
10164,PATH_GetClientCoordX
10165,PATH_GetClientCoordY
10166,PATH_GetRoom
10167,PATH_SetRoom
10168,PATH_GetNextRoom
10169,PATH_ClearNextRoom
10170,PathSetTargetPos
10171,PATH_GetTargetTypeAndGUID
10172,PATH_IsCurrentRoomInvalid
10173,PATH_SetCurrentRoomInvalid
10174,PATH_GetUnusedFlag_0x00004
10175,PathGetFirstPointX
10176,PathGetFirstPointY
10177,PATH_GetLastPointX
10178,PATH_GetLastPointY
10179,PATH_SetTargetUnit
10180,PATH_GetTargetUnit
10181,PATH_GetFootprintCollisionMask
10182,PATH_SetFootprintCollisionMask
10183,PATH_GetMoveTestCollisionMask
10184,PATH_SetMoveTestCollisionMask
10185,PATH_SetType
10186,PATH_ResetToPreviousType
10187,PATH_GetType
10188,PATH_SetNewDistance
10189,PATH_GetMaxDistance
10190,_10190_PATH_SetDistance
10191,_10191_PATH_GetDistance
10192,PATH_SetIDAStarInitFScore
10193,PATH_AdjustDirection
10194,PATH_GetPrecisionX
10195,PATH_GetPrecisionY
10196,PATH_SetPrecisionX
10197,PATH_SetPrecisionY
10198,PathGetSaveStep
10199,PathGetSaveX
10200,PathGetSaveY
10203,PATH_SetRotateFlag
10204,PATH_ClearPoint2
10205,PATH_SetStepNum
10206,PATH_GetStepNum
10208,PathSetPathingFlag
10209,PathCheckPathingFlag
10210,PATH_GetUnitCollisionPattern
10211,PATH_SetUnitCollisionPattern
10212,PATH_SetMoveFlags
10215,PATH_ComputeDirection
10217,PATH_SetDistance
10218,PATH_GetDistance
10219,PATH_AddToDistance
10220,PATH_ComputeSquaredDistance
10221,PATH_AddCollisionFootprintForOptionalUnit
10222,PATH_AddCollisionFootprintForUnit
10223,PATH_RemoveCollisionFootprintForUnit
10233,PATH_RecacheRoomIfNeeded
10235,PATH_UpdateRiderPath
10240,INVENTORY_AllocInventory
10241,INVENTORY_FreeInventory
10242,INVENTORY_PlaceItemInSocket
10243,INVENTORY_RemoveItemFromInventory
10244,INVENTORY_CompareWithItemsParentInventory
10245,INVENTORY_GetFreePosition
